miRBase cluster	Algorithm cluster
uc_hsa-mir-4688	uc_hsa-mir-4688
uc_aca-mir-5418	mir-5418
uc_cel-mir-5553	mir-8204
uc_prd-lin-4	uc_prd-lin-4
uc_cfa-mir-8884	uc_cfa-mir-8884
uc_prd-mir-7955	uc_prd-mir-7955
mir-4662	mir-4662
uc_bta-mir-6122	uc_bta-mir-6122
mir-629	mir-629
uc_ppt-MIR1067	uc_ppt-MIR1067
uc_mmu-mir-6355	uc_mmu-mir-6355
uc_mdo-mir-7398f	uc_mdo-mir-7398f
uc_gma-MIR1530	MIR8721
uc_rno-mir-6327	uc_rno-mir-6327
uc_smo-MIR1089	uc_smo-MIR1089
uc_hsa-mir-3907	mir-9357
mir-1791	mir-1791
uc_hbv-mir-B3RC	uc_hbv-mir-B3RC
uc_osa-MIR2122	MIR5154
uc_cin-mir-4011b	uc_cin-mir-4011b
uc_mml-mir-7195	mir-7195
uc_ptc-MIR6473	MIR846
uc_cel-mir-1823	uc_cel-mir-1823
uc_gga-mir-1661	uc_gga-mir-1661
uc_ppc-mir-8264	uc_ppc-mir-8264
uc_ame-mir-9886	uc_ame-mir-9886
uc_pma-mir-4550	uc_pma-mir-4550
uc_hcmv-mir-UL59	uc_hcmv-mir-UL59
uc_str-mir-8379b	mir-8379
uc_mtr-MIR5221	mir-6701
uc_ptc-MIR6436	uc_ptc-MIR6436
uc_eca-mir-8975	mir-4599
mir-3047	MIR844
uc_mtr-MIR5288	uc_mtr-MIR5288
uc_gma-MIR4386	uc_gma-MIR4386
uc_hsa-mir-4642	uc_hsa-mir-4642
uc_mmu-mir-7231	uc_mmu-mir-7231
uc_gga-mir-7442	mir-8827
uc_dme-mir-9378	uc_dme-mir-9378
uc_efu-mir-9347	uc_efu-mir-9347
MIR4359	MIR4359
uc_bma-mir-5363	mir-5363
mir-5391	mir-5391
uc_api-mir-3030	uc_api-mir-3030
uc_crm-mir-7607	uc_crm-mir-7607
uc_hsa-mir-5192	uc_hsa-mir-5192
MIR5654	MIR5654
uc_ssc-mir-9814	uc_ssc-mir-9814
uc_ame-mir-3779	uc_ame-mir-3779
uc_cbr-mir-64c	mir-64_3
uc_pma-mir-4543	uc_pma-mir-4543
uc_prd-mir-240	uc_prd-mir-240
uc_aca-mir-5422	uc_aca-mir-5422
uc_cin-mir-4023	uc_cin-mir-4023
uc_bta-mir-2472	uc_bta-mir-2472
uc_bta-mir-2438	uc_bta-mir-2438
uc_efu-mir-9307	uc_efu-mir-9307
uc_cfa-mir-8792	uc_cfa-mir-8792
uc_gga-mir-1630	mir-4496
mir-5879	mir-5879
uc_pxy-mir-8542	uc_pxy-mir-8542
uc_gsa-mir-96b	mir-96_2
uc_smr-mir-282	uc_smr-mir-282
uc_hvu-MIR6210	uc_hvu-MIR6210
uc_mmu-mir-7040	uc_mmu-mir-7040
uc_pgi-MIR4376	MIR4376
uc_gga-mir-6599	mir-3615
uc_rlcv-mir-rL1-28	uc_rlcv-mir-rL1-28
uc_gga-mir-1601	uc_gga-mir-1601
uc_dme-mir-9371	uc_dme-mir-9371
uc_eca-mir-8916	uc_eca-mir-8916
uc_osa-MIR5517	uc_osa-MIR5517
uc_cin-mir-4005c	mir-4005
uc_mmu-mir-7039	uc_mmu-mir-7039
uc_bra-MIR5725	uc_bra-MIR5725
uc_cre-MIR911	uc_cre-MIR911
mir-1641	MIR6457
uc_osa-MIR5510	uc_osa-MIR5510
uc_prd-mir-7869	uc_prd-mir-7869
uc_gga-mir-1626	uc_gga-mir-1626
uc_dme-mir-9382	uc_dme-mir-9382
uc_oan-mir-1360	uc_oan-mir-1360
uc_osa-MIR1424	uc_osa-MIR1424
uc_nve-mir-9464	uc_nve-mir-9464
uc_gga-mir-3528	uc_gga-mir-3528
uc_cin-mir-4207	uc_cin-mir-4207
uc_cin-mir-5610	uc_cin-mir-5610
uc_tae-MIR5086	uc_tae-MIR5086
uc_ppc-mir-8358	uc_ppc-mir-8358
uc_bta-mir-574	mir-7562
uc_hsa-mir-4450	uc_hsa-mir-4450
uc_eca-mir-9019	uc_eca-mir-9019
uc_hsa-mir-8081	uc_hsa-mir-8081
uc_hsa-mir-4285	uc_hsa-mir-4285
uc_osa-MIR2930	uc_osa-MIR2930
mir-BART17	mir-rL1-9
uc_hsa-mir-6720	uc_hsa-mir-6720
uc_cre-MIR905	uc_cre-MIR905
uc_ame-mir-6058	uc_ame-mir-6058
MIR5143	MIR5143
uc_efu-mir-9213	mir-9217
uc_ppt-MIR1051	uc_ppt-MIR1051
uc_hvu-MIR6196	uc_hvu-MIR6196
MIR8024	mir-2061
uc_eca-mir-9132	uc_eca-mir-9132
mir-2056	mir-56
uc_prd-mir-84	uc_prd-mir-84
uc_str-mir-37b	uc_str-mir-37b
uc_pma-mir-4585	uc_pma-mir-4585
uc_prd-mir-7931	uc_prd-mir-7931
uc_hsa-mir-4682	uc_hsa-mir-4682
uc_ppc-mir-2269	uc_ppc-mir-2269
uc_sme-mir-1b	uc_sme-mir-1b
uc_eca-mir-9130	uc_eca-mir-9130
uc_ptc-MIR6454	uc_ptc-MIR6454
uc_pab-MIR3710	MIR3710
uc_bmo-mir-3268	uc_bmo-mir-3268
uc_gga-mir-1722	uc_gga-mir-1722
uc_tca-mir-3849	uc_tca-mir-3849
uc_pma-mir-4603	uc_pma-mir-4603
uc_hme-mir-6310	uc_hme-mir-6310
uc_mmu-mir-6239	uc_mmu-mir-6239
MIR823	MIR823
uc_ppy-mir-1293	mir-1293
uc_mmu-mir-6988	uc_mmu-mir-6988
uc_hsa-mir-3115	mir-3115
uc_cte-mir-2685	uc_cte-mir-2685
uc_pma-mir-4561	uc_pma-mir-4561
uc_sko-mir-4830c	mir-4830
uc_hma-mir-3006	uc_hma-mir-3006
uc_dps-mir-2549	uc_dps-mir-2549
uc_pxy-mir-8503	uc_pxy-mir-8503
uc_hsa-mir-6716	uc_hsa-mir-6716
uc_mmu-mir-701	uc_mmu-mir-701
uc_cre-MIR917	uc_cre-MIR917
uc_mmu-mir-6385	uc_mmu-mir-6385
mir-9456	mir-9456-2
uc_mmu-mir-6391	uc_mmu-mir-6391
uc_cin-mir-4088	uc_cin-mir-4088
uc_sma-mir-8442	mir-J1
uc_osa-MIR5498	uc_osa-MIR5498
uc_mdo-mir-7388c	mir-7388
uc_sly-MIR1916	mir-4203
uc_bmo-mir-3397	uc_bmo-mir-3397
uc_hsa-mir-3656	uc_hsa-mir-3656
uc_efu-mir-9211	uc_efu-mir-9211
uc_lja-MIR7546	uc_lja-MIR7546
uc_odi-mir-1496	uc_odi-mir-1496
uc_mmu-mir-7670	uc_mmu-mir-7670
uc_ame-mir-3723	uc_ame-mir-3723
mir-4433	mir-4433
uc_cbr-mir-64a	mir-64_2
uc_mmu-mir-6376	uc_mmu-mir-6376
uc_bta-mir-2464	uc_bta-mir-2464
mir-8356	mir-8356
uc_hsa-mir-4476	uc_hsa-mir-4476
uc_ppt-MIR1078	MIR7125
MIR2871	MIR2871
uc_mtr-MIR2637	uc_mtr-MIR2637
uc_cin-mir-4040	uc_cin-mir-4040
uc_mmu-mir-6352	mir-5356
uc_tca-mir-3807	uc_tca-mir-3807
uc_bmo-mir-2827	uc_bmo-mir-2827
uc_hsa-mir-4467	uc_hsa-mir-4467
uc_bdi-MIR7707	uc_bdi-MIR7707
uc_mmu-mir-6995	uc_mmu-mir-6995
uc_aca-mir-5396a	uc_aca-mir-5396a
uc_ppc-mir-8259	uc_ppc-mir-8259
mir-56	mir-7331-2
uc_pma-mir-4617	uc_pma-mir-4617
uc_mmu-mir-6769b	mir-6769
uc_tca-mir-3830	uc_tca-mir-3830
uc_bmo-mir-3212	mir-4909
uc_mdo-mir-7282	uc_mdo-mir-7282
uc_gma-MIR5771	uc_gma-MIR5771
uc_hsa-mir-5591	uc_hsa-mir-5591
uc_cfa-mir-8875	uc_cfa-mir-8875
uc_hsa-mir-4647	mir-4647
uc_gma-MIR5762	uc_gma-MIR5762
uc_eca-mir-8997	mir-647
uc_cte-mir-996	mir-996_2
uc_bra-MIR9556	uc_bra-MIR9556
uc_ppc-mir-8216	uc_ppc-mir-8216
uc_hsa-mir-6779	uc_hsa-mir-6779
uc_hma-mir-3002	uc_hma-mir-3002
MIR5302	MIR5302
mir-9784	mir-9447-2
uc_oan-mir-1373	mir-7406
MIR825	MIR825
uc_pma-mir-4626	uc_pma-mir-4626
uc_oan-mir-1374	uc_oan-mir-1374
uc_sko-mir-4846	uc_sko-mir-4846
uc_hsa-mir-6869	uc_hsa-mir-6869
uc_gga-mir-1610	mir-3176
uc_mdm-MIR7128	uc_mdm-MIR7128
uc_nta-MIR6145b	uc_nta-MIR6145b
uc_hsa-mir-6853	uc_hsa-mir-6853
mir-4766	mir-4766
uc_osa-MIR5145	uc_osa-MIR5145
uc_cel-mir-4815	uc_cel-mir-4815
uc_hsa-mir-6501	uc_hsa-mir-6501
uc_efu-mir-9363	uc_efu-mir-9363
uc_mmu-mir-682	mir-7186
uc_api-mir-3041	uc_api-mir-3041
uc_str-mir-58	uc_str-mir-58
uc_bmo-mir-3261	uc_bmo-mir-3261
uc_dps-mir-2527	uc_dps-mir-2527
uc_cin-mir-4050	uc_cin-mir-4050
uc_prd-mir-7949	uc_prd-mir-7949
uc_bta-mir-2896	uc_bta-mir-2896
uc_hsa-mir-4327	uc_hsa-mir-4327
uc_ame-mir-3766	mir-3766
uc_gga-mir-1556	uc_gga-mir-1556
uc_rmi-mir-5317a	uc_rmi-mir-5317a
uc_prd-mir-5359	uc_prd-mir-5359
uc_cel-mir-5547	mir-5547
uc_gga-mir-6685	uc_gga-mir-6685
MIR869	MIR869
uc_cfa-mir-8856	mir-8856
uc_pab-MIR3711	uc_pab-MIR3711
uc_oan-mir-7428	uc_oan-mir-7428
uc_esi-MIR8630	MIR1119
uc_sbi-MIR5388	uc_sbi-MIR5388
mir-1270	mir-1270
uc_mmu-mir-3106	uc_mmu-mir-3106
uc_cre-MIR1168	uc_cre-MIR1168
uc_hsa-mir-6894	uc_hsa-mir-6894
mir-BHRF1-1	mir-rL1-1
uc_ssc-mir-4331	uc_ssc-mir-4331
uc_oan-mir-1377	uc_oan-mir-1377
uc_aca-mir-5419	uc_aca-mir-5419
uc_mdv1-mir-M9	uc_mdv1-mir-M9
uc_eca-mir-9165	mir-9283
uc_stu-MIR7985	uc_stu-MIR7985
uc_dre-mir-2198	uc_dre-mir-2198
uc_mmu-mir-7054	uc_mmu-mir-7054
uc_efu-mir-9244	uc_efu-mir-9244
uc_gga-mir-1628	uc_gga-mir-1628
uc_mmu-mir-5125	uc_mmu-mir-5125
MIR5630	MIR5630
uc_ame-mir-9881	uc_ame-mir-9881
uc_dps-mir-2547	uc_dps-mir-2547
uc_eca-mir-9003	uc_eca-mir-9003
uc_bta-mir-2427	uc_bta-mir-2427
uc_mmu-mir-7046	uc_mmu-mir-7046
uc_hco-mir-5953	uc_hco-mir-5953
uc_dme-mir-1008	uc_dme-mir-1008
uc_ppc-mir-8245b	uc_ppc-mir-8245b
uc_cfa-mir-8826	uc_cfa-mir-8826
uc_gma-MIR4403	MIR2586
uc_cel-mir-4933	uc_cel-mir-4933
uc_hsa-mir-6865	uc_hsa-mir-6865
uc_bta-mir-2486	uc_bta-mir-2486
uc_ame-mir-6064	uc_ame-mir-6064
uc_mcmv-mir-m88-1	uc_mcmv-mir-m88-1
uc_mmu-mir-1969	uc_mmu-mir-1969
uc_ppc-mir-84f	uc_ppc-mir-84f
uc_cin-mir-4117	MIR2646
uc_nta-MIR6163	uc_nta-MIR6163
uc_bta-mir-2457	uc_bta-mir-2457
MIR856	MIR856
uc_hsa-mir-4724	uc_hsa-mir-4724
uc_bmo-mir-3245	uc_bmo-mir-3245
uc_ppe-MIR6289	uc_ppe-MIR6289
uc_bdi-MIR9490	MIR9490
uc_osa-MIR6245	MIR1319
uc_pma-mir-4620	uc_pma-mir-4620
uc_prd-mir-7894	uc_prd-mir-7894
uc_gsa-mir-9394b	mir-9394
uc_bmo-mir-3388	uc_bmo-mir-3388
uc_ssa-mir-462a	mir-462
MIR1144	MIR159
uc_pxy-mir-8505	uc_pxy-mir-8505
uc_sko-mir-4823	uc_sko-mir-4823
uc_hco-mir-5991	uc_hco-mir-5991
uc_mdv2-mir-M26	uc_mdv2-mir-M26
uc_gga-mir-1646	uc_gga-mir-1646
uc_tca-mir-3834	uc_tca-mir-3834
uc_gga-mir-1734	uc_gga-mir-1734
uc_ame-mir-3742	uc_ame-mir-3742
uc_hsa-mir-5004	uc_hsa-mir-5004
mir-8915	mir-9128-2
mir-2954	mir-2954
uc_osa-MIR1863a	MIR1863
MIR1031	MIR1031
uc_ahy-MIR3519	uc_ahy-MIR3519
mir-2843	mir-2843-2
uc_hsa-mir-4445	uc_hsa-mir-4445
uc_bdi-MIR9480b	MIR9480
mir-991	mir-4015-2
uc_osa-MIR1857	uc_osa-MIR1857
mir-9080	mir-956
uc_oan-mir-1390	uc_oan-mir-1390
uc_cel-mir-2211	uc_cel-mir-2211
uc_hco-mir-5960	uc_hco-mir-5960
uc_rmi-mir-5332	uc_rmi-mir-5332
uc_ame-mir-3769	uc_ame-mir-3769
uc_gra-MIR8655	mir-9300-2
uc_osa-MIR5801	MIR5808
uc_sja-mir-3490	uc_sja-mir-3490
mir-2715	mir-2715-2
uc_osa-MIR2879	uc_osa-MIR2879
uc_mdo-mir-7261	uc_mdo-mir-7261
uc_efu-mir-9260	mir-9260
uc_hsa-mir-6506	uc_hsa-mir-6506
uc_mtr-MIR5747	uc_mtr-MIR5747
uc_tca-mir-3843	uc_tca-mir-3843
uc_hsa-mir-4471	uc_hsa-mir-4471
uc_bmo-mir-3271	uc_bmo-mir-3271
uc_esi-MIR3465	uc_esi-MIR3465
uc_cin-mir-4218	uc_cin-mir-4218
uc_gga-mir-6622	uc_gga-mir-6622
mir-9234	MIR9483
uc_eca-mir-9157	uc_eca-mir-9157
uc_bmo-mir-2824	uc_bmo-mir-2824
uc_cbn-mir-7624	uc_cbn-mir-7624
uc_cre-MIR1148	uc_cre-MIR1148
uc_mtr-MIR5755	uc_mtr-MIR5755
uc_cfa-mir-8868	uc_cfa-mir-8868
uc_mmu-mir-7216	uc_mmu-mir-7216
uc_bmo-mir-2832	uc_bmo-mir-2832
uc_bhv5-mir-B11	MIR6249
uc_osa-MIR1854	uc_osa-MIR1854
uc_aqu-mir-2021	uc_aqu-mir-2021
uc_mmu-mir-6343	uc_mmu-mir-6343
uc_ame-mir-3788	uc_ame-mir-3788
uc_cin-mir-4055	uc_cin-mir-4055
uc_nve-mir-9423	uc_nve-mir-9423
uc_ssc-mir-9808	mir-9808
uc_hsa-mir-3614	uc_hsa-mir-3614
uc_mdo-mir-7350	mir-3716
uc_gma-MIR5371	uc_gma-MIR5371
uc_hsa-mir-8073	uc_hsa-mir-8073
uc_cpa-MIR8147	uc_cpa-MIR8147
uc_hvu-MIR6180	uc_hvu-MIR6180
uc_gga-mir-1750	uc_gga-mir-1750
uc_hvt-mir-H15	uc_hvt-mir-H15
uc_osa-MIR5833	uc_osa-MIR5833
uc_cel-mir-1018	mir-4810
uc_hsa-mir-4758	uc_hsa-mir-4758
uc_mmu-mir-6997	uc_mmu-mir-6997
uc_mtr-MIR2596	uc_mtr-MIR2596
uc_pmi-mir-2004	mir-2004
uc_hsa-mir-6811	uc_hsa-mir-6811
uc_bfl-mir-4901	uc_bfl-mir-4901
uc_mdo-mir-7251	uc_mdo-mir-7251
uc_gga-mir-1796	uc_gga-mir-1796
uc_smo-MIR1103	uc_smo-MIR1103
uc_bta-mir-2447	uc_bta-mir-2447
uc_ame-mir-3752	uc_ame-mir-3752
uc_gma-MIR4400	MIR4364
uc_ahy-MIR3509	uc_ahy-MIR3509
uc_osa-MIR5532	uc_osa-MIR5532
uc_hvu-MIR6192	uc_hvu-MIR6192
uc_tca-mir-3898	uc_tca-mir-3898
uc_eca-mir-9107	uc_eca-mir-9107
uc_mmu-mir-7223	uc_mmu-mir-7223
uc_cte-mir-2692	uc_cte-mir-2692
uc_cre-MIR1165	uc_cre-MIR1165
uc_ppc-mir-8281	uc_ppc-mir-8281
uc_sme-mir-2204	uc_sme-mir-2204
uc_rgl-MIR7972	uc_rgl-MIR7972
uc_osa-MIR2869	uc_osa-MIR2869
uc_cel-mir-4923a	uc_cel-mir-4923a
uc_bmo-mir-3210	uc_bmo-mir-3210
uc_efu-mir-9317	mir-9317
mir-343	mir-343
uc_hsa-mir-3196	uc_hsa-mir-3196
uc_bmo-mir-3403	uc_bmo-mir-3403
uc_hco-mir-5981	uc_hco-mir-5981
uc_ame-mir-3748	uc_ame-mir-3748
uc_str-mir-84	uc_str-mir-84
uc_kshv-mir-K12-8	uc_kshv-mir-K12-8
mir-7404	MIR7729
uc_hsa-mir-4693	mir-9544
uc_tae-MIR9774	uc_tae-MIR9774
uc_ssa-mir-7132b	mir-7132
uc_nve-mir-2034	uc_nve-mir-2034
uc_eca-mir-8922	mir-8934-2
uc_gga-mir-6647	uc_gga-mir-6647
MIR2084	MIR2085
uc_odi-mir-1505	uc_odi-mir-1505
uc_ppt-MIR1075	uc_ppt-MIR1075
uc_mghv-mir-M1-2	uc_mghv-mir-M1-2
MIR7124	MIR6149
uc_dev-mir-D17	uc_dev-mir-D17
uc_hsa-mir-5089	uc_hsa-mir-5089
uc_gga-mir-6614	uc_gga-mir-6614
uc_gma-MIR9742	mir-5101
uc_mmu-mir-6939	uc_mmu-mir-6939
mir-1549	mir-1549
uc_hsa-mir-3186	uc_hsa-mir-3186
uc_rgl-MIR7800	uc_rgl-MIR7800
uc_esi-MIR3452	uc_esi-MIR3452
uc_ebv-mir-BART8	uc_ebv-mir-BART8
uc_gga-mir-6588	mir-6588
uc_sbi-MIR5564c	MIR5564
uc_cbr-mir-7596	uc_cbr-mir-7596
uc_mmu-mir-7058	uc_mmu-mir-7058
uc_hco-mir-5935	uc_hco-mir-5935
uc_gga-mir-6581	uc_gga-mir-6581
uc_pxy-mir-8501	uc_pxy-mir-8501
uc_oan-mir-1401	uc_oan-mir-1401
uc_mdo-mir-7358	uc_mdo-mir-7358
uc_gra-MIR8718	uc_gra-MIR8718
uc_tca-mir-3875	uc_tca-mir-3875
uc_ame-mir-9878	uc_ame-mir-9878
uc_ppc-mir-55a	uc_ppc-mir-55a
uc_ame-mir-3728	uc_ame-mir-3728
uc_atr-MIR8558b	MIR8558
MIR169_6	mir-4216
mir-8229	mir-9784-2
uc_eca-mir-9122	uc_eca-mir-9122
uc_hsa-mir-6753	mir-6753
uc_cre-MIR1170	mir-3925
uc_gga-mir-1812	uc_gga-mir-1812
uc_prd-mir-7958	uc_prd-mir-7958
uc_gga-mir-1798	mir-2822-2
MIR3440	MIR4221
uc_bta-mir-2394	uc_bta-mir-2394
uc_ppc-mir-8345	uc_ppc-mir-8345
uc_atr-MIR8611	uc_atr-MIR8611
uc_hhi-mir-7793	uc_hhi-mir-7793
uc_gga-mir-6555	uc_gga-mir-6555
uc_oan-mir-7405	uc_oan-mir-7405
uc_hsa-mir-4673	uc_hsa-mir-4673
uc_cin-mir-4184	uc_cin-mir-4184
uc_dme-mir-4943	uc_dme-mir-4943
mir-4488	mir-4488
uc_cel-mir-4935	uc_cel-mir-4935
uc_mmu-mir-688	uc_mmu-mir-688
uc_osa-MIR2092	uc_osa-MIR2092
uc_bmo-mir-2782	uc_bmo-mir-2782
uc_aqu-mir-2017	uc_aqu-mir-2017
uc_hco-mir-55	uc_hco-mir-55
uc_cte-mir-2702	uc_cte-mir-2702
uc_mmu-mir-6945	uc_mmu-mir-6945
uc_bmo-mir-3353	uc_bmo-mir-3353
uc_ath-MIR8179	uc_ath-MIR8179
uc_gga-mir-1581	uc_gga-mir-1581
uc_eca-mir-9071	uc_eca-mir-9071
uc_eca-mir-8978	uc_eca-mir-8978
uc_mml-mir-7198	uc_mml-mir-7198
uc_tca-mir-3805a	uc_tca-mir-3805a
uc_cin-mir-4174	uc_cin-mir-4174
uc_ssc-mir-9859	uc_ssc-mir-9859
uc_gga-mir-2128	uc_gga-mir-2128
mir-1001	mir-1001
uc_sma-mir-8469	uc_sma-mir-8469
uc_oan-mir-1409	uc_oan-mir-1409
uc_cin-mir-4149	uc_cin-mir-4149
uc_hsa-mir-4323	uc_hsa-mir-4323
uc_ame-mir-3799	uc_ame-mir-3799
mir-962	mir-2222-2
uc_mmu-mir-7017	uc_mmu-mir-7017
uc_gga-mir-1590	uc_gga-mir-1590
uc_bmo-mir-3288	uc_bmo-mir-3288
uc_hco-mir-242	mir-242_3
uc_rno-mir-6331	uc_rno-mir-6331
uc_gga-mir-6564	mir-1538
uc_dme-mir-3642	uc_dme-mir-3642
uc_cin-mir-4123	uc_cin-mir-4123
uc_mmu-mir-6917	mir-6917
uc_dme-mir-2280	uc_dme-mir-2280
uc_mmu-mir-6398	uc_mmu-mir-6398
uc_tgu-mir-2965	uc_tgu-mir-2965
uc_mmu-mir-1933	uc_mmu-mir-1933
mir-3542	mir-9436-2
uc_gma-MIR4409	uc_gma-MIR4409
uc_bmo-mir-2734	uc_bmo-mir-2734
uc_aca-mir-5456	uc_aca-mir-5456
uc_cin-mir-4196	uc_cin-mir-4196
uc_ppt-MIR1217	uc_ppt-MIR1217
uc_sme-mir-2170	uc_sme-mir-2170
uc_osa-MIR416	MIR416
uc_mtr-MIR5207	MIR9560
uc_gga-mir-6700	uc_gga-mir-6700
uc_ssc-mir-9831	uc_ssc-mir-9831
mir-961	mir-961
uc_cre-MIR1154	uc_cre-MIR1154
uc_bdi-MIR9484	mir-6732
uc_bol-MIR9409	MIR9562
uc_gma-MIR4397	uc_gma-MIR4397
uc_rgl-MIR7810	uc_rgl-MIR7810
uc_bmo-mir-2803	uc_bmo-mir-2803
mir-3572	mir-3572
uc_mmu-mir-7230	mir-7230
uc_ssc-mir-9827	uc_ssc-mir-9827
uc_ptc-MIR6475	uc_ptc-MIR6475
uc_gga-mir-1703	uc_gga-mir-1703
uc_mmu-mir-6931	uc_mmu-mir-6931
uc_stu-MIR7981	MIR2618
uc_hsa-mir-4739	mir-6857
uc_bdi-MIR7777	mir-4423
uc_dme-mir-966	uc_dme-mir-966
uc_dev-mir-D3	uc_dev-mir-D3
uc_ppc-mir-2236a	uc_ppc-mir-2236a
uc_rlcv-mir-rL1-11	uc_rlcv-mir-rL1-11
uc_dme-mir-1007	mir-1007
uc_tgu-mir-2975	uc_tgu-mir-2975
uc_bdi-MIR7719	uc_bdi-MIR7719
uc_ssc-mir-6782	uc_ssc-mir-6782
uc_oan-mir-1364	mir-9106
uc_mmu-mir-2136	uc_mmu-mir-2136
uc_aly-MIR3447	uc_aly-MIR3447
uc_oan-mir-1352	uc_oan-mir-1352
uc_oan-mir-1357	uc_oan-mir-1357
uc_bta-mir-2419	uc_bta-mir-2419
uc_bmo-mir-2769	uc_bmo-mir-2769
MIR2610	MIR2610
uc_pxy-mir-8509	mir-8509
mir-1471	mir-1471
uc_efu-mir-9325	mir-9325
uc_cin-mir-4083	uc_cin-mir-4083
uc_eca-mir-9127	uc_eca-mir-9127
mir-1976	MIR5014
uc_dvi-mir-962	mir-962
uc_cin-mir-4013b	mir-4013
uc_rgl-MIR5141	uc_rgl-MIR5141
uc_tgu-mir-2993	uc_tgu-mir-2993
uc_hcmv-mir-UL148D	uc_hcmv-mir-UL148D
uc_mtr-MIR2672	uc_mtr-MIR2672
uc_mdo-mir-7266	uc_mdo-mir-7266
mir-9847	MIR8618
uc_rmi-mir-5341	uc_rmi-mir-5341
uc_pxy-mir-8526	uc_pxy-mir-8526
uc_ssc-mir-9809	uc_ssc-mir-9809
uc_gma-MIR9727	MIR9727
uc_mmu-mir-6914	uc_mmu-mir-6914
uc_prd-mir-7924	uc_prd-mir-7924
mir-5444	mir-5444
uc_hco-mir-5964	mir-240
uc_gsa-mir-184c	mir-184_2
uc_sbi-MIR6223	uc_sbi-MIR6223
uc_hsa-mir-4525	uc_hsa-mir-4525
uc_ppt-MIR895	uc_ppt-MIR895
uc_hsa-mir-6876	uc_hsa-mir-6876
uc_hsa-mir-5186	uc_hsa-mir-5186
uc_cin-mir-4077d	uc_cin-mir-4077d
uc_mmu-mir-546	uc_mmu-mir-546
uc_mdo-mir-7388a	uc_mdo-mir-7388a
uc_gsa-mir-9405	uc_gsa-mir-9405
uc_ssa-mir-729	mir-729
uc_hsa-mir-4799	uc_hsa-mir-4799
uc_mmu-mir-5625	uc_mmu-mir-5625
uc_tca-mir-3877	uc_tca-mir-3877
uc_crm-mir-2225	mir-2225
mir-H4	mir-H4
uc_nve-mir-9467	uc_nve-mir-9467
uc_gga-mir-7440	uc_gga-mir-7440
uc_hsa-mir-6875	mir-6875
uc_dev-mir-D15	uc_dev-mir-D15
uc_mmu-mir-7085	uc_mmu-mir-7085
uc_ppc-mir-8237	uc_ppc-mir-8237
uc_mcmv-mir-m108-1	uc_mcmv-mir-m108-1
mir-3912	mir-3912
uc_gga-mir-7462	uc_gga-mir-7462
uc_hcmv-mir-US25-1	uc_hcmv-mir-US25-1
uc_oan-mir-7411	uc_oan-mir-7411
mir-2956	mir-2567
uc_cin-mir-4198	uc_cin-mir-4198
uc_ggo-mir-1228	mir-1228
uc_hsa-mir-3649	uc_hsa-mir-3649
uc_cca-MIR6110	uc_cca-MIR6110
uc_tgu-mir-2997	uc_tgu-mir-2997
uc_gsa-mir-2c	mir-2_4
uc_cfa-mir-1840	uc_cfa-mir-1840
MIR531	MIR531_1
uc_ppc-mir-8252a	uc_ppc-mir-8252a
uc_ipu-mir-7559	uc_ipu-mir-7559
uc_mmu-mir-6402	uc_mmu-mir-6402
uc_hsa-mir-4636	uc_hsa-mir-4636
uc_sme-mir-751	mir-9893
uc_rno-mir-3573	uc_rno-mir-3573
uc_gga-mir-6617	uc_gga-mir-6617
uc_ssc-mir-9796	uc_ssc-mir-9796
uc_mghv-mir-M1-13	uc_mghv-mir-M1-13
uc_rmi-mir-5330	mir-5470
uc_prd-mir-5960	uc_prd-mir-5960
uc_hsa-mir-4645	uc_hsa-mir-4645
uc_cte-mir-2712	uc_cte-mir-2712
uc_mmu-mir-7032	uc_mmu-mir-7032
uc_cin-mir-5602	uc_cin-mir-5602
uc_pxy-mir-8494	mir-4813
uc_ssc-mir-9793	uc_ssc-mir-9793
uc_hsa-mir-4479	uc_hsa-mir-4479
uc_prd-mir-7968	uc_prd-mir-7968
uc_eca-mir-8972	mir-8972
uc_hsa-mir-4276	uc_hsa-mir-4276
uc_pma-mir-1329	uc_pma-mir-1329
MIR852	MIR3440
uc_stu-MIR7998	uc_stu-MIR7998
uc_mtr-MIR5218	uc_mtr-MIR5218
mir-5345	mir-5345
uc_bta-mir-2429	uc_bta-mir-2429
uc_gma-MIR4346	uc_gma-MIR4346
uc_hsa-mir-4431	uc_hsa-mir-4431
uc_eca-mir-7045	uc_eca-mir-7045
uc_bmo-mir-3310	uc_bmo-mir-3310
uc_bmo-mir-2771	uc_bmo-mir-2771
uc_ame-mir-6051	mir-4888
uc_ghr-MIR3476	MIR3476
uc_hsv2-mir-H23	uc_hsv2-mir-H23
uc_ssa-mir-8157	uc_ssa-mir-8157
mir-BART12	uc_rlcv-mir-rL1-15
uc_str-mir-8372	uc_str-mir-8372
uc_mdo-mir-7269	uc_mdo-mir-7269
uc_tca-mir-3880	uc_tca-mir-3880
uc_mml-mir-7207	uc_mml-mir-7207
uc_cbn-mir-64l	uc_cbn-mir-64l
MIR7723	MIR8659
uc_gga-mir-1714	uc_gga-mir-1714
uc_bta-mir-2294	uc_bta-mir-2294
uc_mmu-mir-6236	uc_mmu-mir-6236
MIR6022	MIR6022
uc_mdo-mir-7313	uc_mdo-mir-7313
uc_sma-mir-8475	uc_sma-mir-8475
mir-2061	MIR7725
