miRBase cluster	Algorithm cluster
uc_tca-mir-3823	uc_tca-mir-3823
uc_eca-mir-9044	uc_eca-mir-9044
uc_gga-mir-6659	uc_gga-mir-6659
uc_bdi-MIR7767	uc_bdi-MIR7767
uc_nve-mir-2029	uc_nve-mir-2029
uc_ppc-mir-8235	uc_ppc-mir-8235
uc_atr-MIR8551	mir-5433
uc_hco-mir-259	uc_hco-mir-259
uc_mse-mir-6098	uc_mse-mir-6098
uc_mdo-mir-7299	uc_mdo-mir-7299
uc_mdo-mir-7297	uc_mdo-mir-7297
uc_ame-mir-3758	uc_ame-mir-3758
uc_tca-mir-6011	uc_tca-mir-6011
uc_eca-mir-8973	uc_eca-mir-8973
uc_ppc-mir-8243	mir-8243
uc_sja-mir-3481	uc_sja-mir-3481
uc_gga-mir-6709	uc_gga-mir-6709
uc_gga-mir-1667	uc_gga-mir-1667
uc_bfl-mir-2073	uc_bfl-mir-2073
uc_ppt-MIR1070	MIR9472
uc_pgi-MIR6141	uc_pgi-MIR6141
uc_crm-mir-2254	uc_crm-mir-2254
uc_hsa-mir-3678	uc_hsa-mir-3678
uc_cin-mir-4000i	uc_cin-mir-4000i
uc_tca-mir-3818	mir-3821
uc_ppc-mir-8314	uc_ppc-mir-8314
uc_crm-mir-7612	uc_crm-mir-7612
uc_ebv-mir-BART22	mir-rL1-25
uc_osa-MIR1870	uc_osa-MIR1870
MIR7533	MIR7533
uc_mdo-mir-7398g	mir-7398_2
uc_ppt-MIR1035	uc_ppt-MIR1035
uc_dvi-mir-977	mir-977
uc_aca-mir-5399	uc_aca-mir-5399
uc_mmu-mir-5621	uc_mmu-mir-5621
uc_tca-mir-309a	mir-309
uc_mmu-mir-5099	uc_mmu-mir-5099
uc_gga-mir-6593	uc_gga-mir-6593
mir-8099	mir-7580-2
mir-8499	mir-8499
uc_gga-mir-6575	mir-6575
uc_mdo-mir-7336	uc_mdo-mir-7336
uc_gga-mir-6620	uc_gga-mir-6620
uc_bmo-mir-989b	uc_bmo-mir-989b
uc_gma-MIR9748	uc_gma-MIR9748
uc_hsa-mir-4535	uc_hsa-mir-4535
uc_cin-mir-4107	uc_cin-mir-4107
mir-2567	uc_dps-mir-2567c
mir-9413	mir-1543
uc_cin-mir-4133	uc_cin-mir-4133
mir-6301	mir-6648-2
uc_eca-mir-9104	uc_eca-mir-9104
uc_ssc-mir-9800	uc_ssc-mir-9800
uc_rmi-mir-5327	uc_rmi-mir-5327
uc_nve-mir-2049	uc_nve-mir-2049
uc_bmo-mir-2846	uc_bmo-mir-2846
uc_efu-mir-9352	uc_efu-mir-9352
uc_gga-mir-7481	uc_gga-mir-7481
uc_efu-mir-9350	uc_efu-mir-9350
uc_cbr-mir-788	mir-788
uc_bna-MIR6031	uc_bna-MIR6031
mir-6862	mir-6862-2
uc_mmu-mir-7014	mir-9791-2
mir-976	mir-1537
uc_bta-mir-2888-1	uc_bta-mir-2888-1
MIR2109	mir-1906-2
uc_ptc-MIR6429	MIR6429
uc_ppt-MIR1071	uc_ppt-MIR1071
MIR5274	MIR529_2
uc_aga-mir-1174	mir-1174
mir-2813	mir-2813-2
uc_str-mir-76	MIR1140
mir-9461	mir-9461-2
uc_hco-mir-5978	mir-8321
uc_gga-mir-1682	uc_gga-mir-1682
uc_sma-mir-8404	mir-277_3
uc_hsa-mir-3169	uc_hsa-mir-3169
uc_hma-mir-3005	mir-4020
uc_aca-mir-5413	uc_aca-mir-5413
uc_mdo-mir-7284	uc_mdo-mir-7284
uc_tae-MIR531	MIR531_2
uc_osa-MIR5802	uc_osa-MIR5802
uc_hsa-mir-5695	uc_hsa-mir-5695
uc_ppc-mir-8284	uc_ppc-mir-8284
uc_ssa-mir-430b	mir-430_2
uc_cin-mir-4009c	uc_cin-mir-4009c
uc_gga-mir-3531	uc_gga-mir-3531
uc_gga-mir-1631	mir-LLT2
uc_ame-mir-3715	uc_ame-mir-3715
uc_osa-MIR5513	uc_osa-MIR5513
uc_eca-mir-9079	uc_eca-mir-9079
uc_aly-MIR4250	uc_aly-MIR4250
uc_str-mir-8377	uc_str-mir-8377
uc_cfa-mir-8897	uc_cfa-mir-8897
uc_dre-mir-7149	uc_dre-mir-7149
uc_cin-mir-5606	uc_cin-mir-5606
uc_gga-mir-6683	uc_gga-mir-6683
uc_ppc-mir-8262	uc_ppc-mir-8262
uc_isc-mir-5313	uc_isc-mir-5313
MIR9481	MIR9481
uc_hsa-mir-4312	uc_hsa-mir-4312
uc_efu-mir-9301	uc_efu-mir-9301
uc_bdi-MIR9482	MIR9482
uc_hco-mir-5973	mir-5973
uc_sly-MIR9479	uc_sly-MIR9479
MIR3712	mir-3146
uc_prd-mir-7935	uc_prd-mir-7935
uc_mdo-mir-7379	uc_mdo-mir-7379
uc_hsa-mir-3672	uc_hsa-mir-3672
MIR2933	MIR2933
mir-5045	MIR5286
MIR834	MIR834
uc_bhv1-mir-B4	uc_bhv1-mir-B4
uc_gga-mir-1745	uc_gga-mir-1745
uc_dev-mir-D12	uc_dev-mir-D12
mir-4776	mir-4818
uc_ame-mir-9876	uc_ame-mir-9876
uc_ppt-MIR1060	uc_ppt-MIR1060
uc_mdv2-mir-M24	uc_mdv2-mir-M24
uc_bdi-MIR7722	uc_bdi-MIR7722
uc_efu-mir-9281	MIR2912
uc_hsa-mir-4769	uc_hsa-mir-4769
uc_mdo-mir-7325	uc_mdo-mir-7325
uc_dme-mir-4954	mir-4954
uc_gga-mir-6545	uc_gga-mir-6545
uc_hco-mir-5927	uc_hco-mir-5927
uc_aca-mir-5407	uc_aca-mir-5407
mir-9214	mir-5846-2
uc_hsa-mir-4253	uc_hsa-mir-4253
uc_osa-MIR5529	uc_osa-MIR5529
uc_crm-mir-7609	uc_crm-mir-7609
uc_hvsa-miR-HSUR4	uc_hvsa-miR-HSUR4
mir-678	mir-1434
uc_hvu-MIR6212	uc_hvu-MIR6212
uc_pti-MIR5474	mir-7644
uc_bta-mir-2334	uc_bta-mir-2334
uc_ptc-MIR6424	uc_ptc-MIR6424
uc_gma-MIR1524	uc_gma-MIR1524
uc_hsa-mir-4318	uc_hsa-mir-4318
MIR1027	MIR1151
uc_hme-mir-6308	uc_hme-mir-6308
uc_mmu-mir-6941	uc_mmu-mir-6941
uc_hsa-mir-4417	uc_hsa-mir-4417
uc_esi-MIR8628	MIR1161
uc_gga-mir-1644	uc_gga-mir-1644
uc_hco-mir-5946b	uc_hco-mir-5946b
mir-791	mir-791
uc_cin-mir-3599	uc_cin-mir-3599
uc_aca-mir-5410	uc_aca-mir-5410
mir-4427	MIR5179
uc_ssc-mir-9833	uc_ssc-mir-9833
uc_cbr-mir-7586	uc_cbr-mir-7586
mir-9571	mir-8813-2
uc_mmu-mir-7035	uc_mmu-mir-7035
uc_ssc-mir-9825	uc_ssc-mir-9825
uc_prd-mir-7941	uc_prd-mir-7941
uc_hco-mir-5913	uc_hco-mir-5913
uc_cin-mir-4000e	mir-4000_2
uc_dvi-mir-955	mir-955
mir-2834	mir-2834-2
uc_aly-MIR4236	uc_aly-MIR4236
uc_sme-mir-96b	mir-96_3
uc_gma-MIR1516c	uc_gma-MIR1516c
uc_ppc-mir-8290	uc_ppc-mir-8290
MIR5539	MIR5539
uc_mmu-mir-8110	uc_mmu-mir-8110
uc_hsa-mir-4656	mir-7000
uc_cin-mir-132-2	uc_cin-mir-132-2
uc_mmu-mir-8113	mir-207
uc_sja-mir-3496	uc_sja-mir-3496
mir-2818	mir-2818-2
uc_mghv-mir-M1-4	uc_mghv-mir-M1-4
mir-6497	mir-6497
uc_mmu-mir-2139	uc_mmu-mir-2139
uc_hsa-mir-5189	mir-6653
uc_bma-mir-5864	uc_bma-mir-5864
mir-2756	mir-2756
uc_hsa-mir-659	uc_hsa-mir-659
mir-561	mir-561
uc_sma-mir-8479	uc_sma-mir-8479
uc_bta-mir-6120	uc_bta-mir-6120
uc_tca-mir-3883	uc_tca-mir-3883
uc_ppt-MIR1039	MIR8610
mir-2222	mir-303
uc_dps-mir-2561	uc_dps-mir-2561
uc_gga-mir-1577	uc_gga-mir-1577
uc_ppt-MIR1053	MIR7715
uc_mmu-mir-6924	uc_mmu-mir-6924
MIR164_3	mir-2076
uc_sma-mir-8484	uc_sma-mir-8484
uc_bdi-MIR7785	uc_bdi-MIR7785
uc_eca-mir-9118	uc_eca-mir-9118
uc_ame-mir-9864	uc_ame-mir-9864
uc_eca-mir-8953	uc_eca-mir-8953
uc_bta-mir-2455	uc_bta-mir-2455
uc_gma-MIR9739	uc_gma-MIR9739
uc_hbv-mir-B22	mir-B22
uc_xbo-mir-4907	uc_xbo-mir-4907
uc_nve-mir-9454	uc_nve-mir-9454
uc_cel-mir-270	uc_cel-mir-270
mir-6644	MIR1885
uc_vvi-MIR3629c	MIR3629
mir-702	mir-702
uc_hsa-mir-4747	uc_hsa-mir-4747
uc_sbi-MIR5381	uc_sbi-MIR5381
mir-3130	mir-3130-2
uc_gma-MIR1517	MIR7818
uc_ame-mir-6050	uc_ame-mir-6050
uc_gma-MIR4413a	MIR7748
uc_hsv2-miR-H10	uc_hsv2-miR-H10
uc_mdo-mir-505	uc_mdo-mir-505
uc_pxy-mir-8514	uc_pxy-mir-8514
uc_bmo-mir-3340	uc_bmo-mir-3340
uc_bmo-mir-3259	uc_bmo-mir-3259
uc_ppe-MIR8123	uc_ppe-MIR8123
uc_aca-mir-5400	mir-5445
uc_mmu-mir-7225	uc_mmu-mir-7225
uc_esi-MIR3467	uc_esi-MIR3467
mir-247	mir-247
uc_hma-mir-3008	uc_hma-mir-3008
uc_bdi-MIR7735	uc_bdi-MIR7735
uc_hco-mir-5989	uc_hco-mir-5989
uc_gga-mir-1569	uc_gga-mir-1569
uc_osa-MIR5494	uc_osa-MIR5494
uc_vvi-MIR3628	uc_vvi-MIR3628
uc_hsa-mir-5007	uc_hsa-mir-5007
uc_ppt-MIR1048	uc_ppt-MIR1048
uc_hsa-mir-5191	mir-7111
uc_mdo-mir-7293	uc_mdo-mir-7293
uc_mmu-mir-6381	uc_mmu-mir-6381
uc_mml-mir-7189	uc_mml-mir-7189
uc_mmu-mir-1900	uc_mmu-mir-1900
uc_hvu-MIR6202	uc_hvu-MIR6202
uc_mmu-mir-8106	uc_mmu-mir-8106
uc_dps-mir-2510	uc_dps-mir-2510
uc_ssc-mir-9841	uc_ssc-mir-9841
uc_bmo-mir-2806-2	uc_bmo-mir-2806-2
uc_cin-mir-4146	uc_cin-mir-4146
uc_dps-mir-2533	uc_dps-mir-2533
uc_mtr-MIR2623	uc_mtr-MIR2623
uc_bta-mir-2405	uc_bta-mir-2405
uc_dme-mir-2283	uc_dme-mir-2283
uc_ppc-mir-2271	uc_ppc-mir-2271
uc_gga-mir-1658	uc_gga-mir-1658
uc_dps-mir-2540	uc_dps-mir-2540
uc_bta-mir-2408	uc_bta-mir-2408
uc_mmu-mir-6933	uc_mmu-mir-6933
uc_mmu-mir-1931	uc_mmu-mir-1931
uc_dme-mir-4952	uc_dme-mir-4952
uc_bta-mir-2348	uc_bta-mir-2348
uc_rno-mir-6322	uc_rno-mir-6322
uc_gga-mir-1709	mir-6047
uc_ssc-mir-4337	uc_ssc-mir-4337
uc_prd-mir-7908	uc_prd-mir-7908
MIR4998	MIR5387
uc_dps-mir-276c	uc_dps-mir-276c
uc_oan-mir-1386	uc_oan-mir-1386
uc_ssc-mir-9819	uc_ssc-mir-9819
uc_mtr-MIR2620	uc_mtr-MIR2620
uc_hsa-mir-4698	mir-4698
uc_prd-mir-7903	uc_prd-mir-7903
uc_mmu-mir-6916	uc_mmu-mir-6916
uc_ppc-mir-8215b	mir-8215
uc_mdo-mir-7271	uc_mdo-mir-7271
uc_ppc-mir-8274	uc_ppc-mir-8274
uc_ppc-mir-8347	uc_ppc-mir-8347
uc_kshv-mir-K12-12	uc_kshv-mir-K12-12
uc_eca-mir-9091	uc_eca-mir-9091
uc_pti-MIR5472	uc_pti-MIR5472
uc_cin-mir-5597	uc_cin-mir-5597
uc_mmu-mir-145b	mir-8063
mir-4880	mir-4880
uc_mdo-mir-7374b	mir-7374
uc_gga-mir-7447	uc_gga-mir-7447
uc_ppc-mir-8298	uc_ppc-mir-8298
uc_cin-mir-182	uc_cin-mir-182
uc_hsa-mir-4652	uc_hsa-mir-4652
uc_bmo-mir-2787	uc_bmo-mir-2787
uc_pma-mir-4614	uc_pma-mir-4614
uc_hsa-mir-6791	uc_hsa-mir-6791
uc_rno-mir-6314	uc_rno-mir-6314
uc_gsa-mir-10b	mir-10_2
uc_osa-MIR5501	uc_osa-MIR5501
uc_eca-mir-9159	uc_eca-mir-9159
uc_pma-mir-4605	uc_pma-mir-4605
uc_cfa-mir-8855	uc_cfa-mir-8855
uc_gga-mir-6666	uc_gga-mir-6666
uc_ppc-mir-8337	uc_ppc-mir-8337
uc_cin-mir-96	uc_cin-mir-96
uc_rlcv-mir-rL1-30	uc_rlcv-mir-rL1-30
uc_mdo-mir-7290	uc_mdo-mir-7290
uc_mmu-mir-7082	uc_mmu-mir-7082
uc_hsa-mir-3936	uc_hsa-mir-3936
uc_bmo-mir-3299	uc_bmo-mir-3299
uc_ath-MIR5652	mir-2511-2
uc_pma-mir-4545	uc_pma-mir-4545
uc_cin-mir-4135	uc_cin-mir-4135
uc_eca-mir-9094	mir-9094
uc_hsa-mir-4502	uc_hsa-mir-4502
uc_hsa-mir-6080	uc_hsa-mir-6080
uc_rno-mir-3559	uc_rno-mir-3559
uc_hsa-mir-4321	uc_hsa-mir-4321
uc_gga-mir-6680	uc_gga-mir-6680
uc_dme-mir-4945	uc_dme-mir-4945
uc_osa-MIR5823	uc_osa-MIR5823
uc_ppc-mir-8256	uc_ppc-mir-8256
uc_bmo-mir-279e	uc_bmo-mir-279e
uc_bta-mir-2383	uc_bta-mir-2383
uc_eca-mir-9183	mir-354
uc_tca-mir-3827	mir-2686
uc_gga-mir-1457	uc_gga-mir-1457
uc_aca-mir-5424	uc_aca-mir-5424
uc_bmo-mir-3383	uc_bmo-mir-3383
uc_gra-MIR8666	MIR402
uc_gga-mir-1764	uc_gga-mir-1764
uc_dme-mir-4970	MIR2673
mir-6635	mir-6635-3
uc_eca-mir-9178	uc_eca-mir-9178
uc_hsa-mir-7844	uc_hsa-mir-7844
uc_eca-mir-9096	uc_eca-mir-9096
uc_oan-mir-1393	mir-9177
uc_crm-mir-7604	uc_crm-mir-7604
uc_prd-mir-7888	uc_prd-mir-7888
uc_mmu-mir-1963	uc_mmu-mir-1963
mir-200	mir-662
uc_tca-mir-6017	uc_tca-mir-6017
uc_hsa-mir-4684	uc_hsa-mir-4684
uc_prd-mir-7899	uc_prd-mir-7899
uc_ptc-MIR7823	MIR1028
uc_eca-mir-9116	uc_eca-mir-9116
uc_bta-mir-6527	uc_bta-mir-6527
mir-2239	mir-2239-2
uc_cfa-mir-1844	uc_cfa-mir-1844
uc_spu-mir-4849	uc_spu-mir-4849
uc_ssc-mir-9862	uc_ssc-mir-9862
mir-9855	MIR6032
uc_osa-MIR5793	uc_osa-MIR5793
uc_cpa-MIR8149	uc_cpa-MIR8149
uc_hsv1-mir-H16	uc_hsv1-mir-H16
uc_mmu-mir-3087	uc_mmu-mir-3087
uc_bfl-mir-4893	uc_bfl-mir-4893
uc_tca-mir-3889	uc_tca-mir-3889
uc_str-mir-8401	mir-8401
mir-673	MIR1024
mir-4018	mir-B7
uc_mmu-mir-3092	uc_mmu-mir-3092
uc_ame-mir-3750	uc_ame-mir-3750
uc_cpa-MIR8138	uc_cpa-MIR8138
uc_cpa-MIR8153	uc_cpa-MIR8153
uc_bmo-mir-2784	uc_bmo-mir-2784
mir-4854	mir-4854
uc_mmu-mir-3098	uc_mmu-mir-3098
uc_cin-mir-4067	uc_cin-mir-4067
uc_mmu-mir-7078	uc_mmu-mir-7078
uc_gma-MIR4375	uc_gma-MIR4375
uc_cel-mir-256	uc_cel-mir-256
uc_bmo-mir-3344	uc_bmo-mir-3344
uc_mml-mir-7203	uc_mml-mir-7203
uc_gga-mir-1778	uc_gga-mir-1778
uc_rno-mir-351-2	mir-351
mir-2232	mir-2943-2
uc_ppe-MIR6293	uc_ppe-MIR6293
uc_hsa-mir-5582	mir-5582
uc_xtr-mir-9407	uc_xtr-mir-9407
uc_ath-MIR843	uc_ath-MIR843
uc_cin-mir-4099	uc_cin-mir-4099
uc_sko-mir-4837	uc_sko-mir-4837
uc_sko-mir-4834	uc_sko-mir-4834
uc_mmu-mir-7686	uc_mmu-mir-7686
MIR8008	MIR8008
uc_ame-mir-9866	uc_ame-mir-9866
uc_hsa-mir-6855	uc_hsa-mir-6855
uc_kshv-mir-K12-6	uc_kshv-mir-K12-6
uc_eca-mir-9041	mir-9185
uc_aca-mir-5428	mir-5428
uc_mmu-mir-5108	mir-9443
uc_bma-mir-5852	uc_bma-mir-5852
uc_ppc-mir-2249	uc_ppc-mir-2249
uc_dev-mir-D21	uc_dev-mir-D21
uc_hcmv-mir-US5-1	uc_hcmv-mir-US5-1
uc_sko-mir-4820	uc_sko-mir-4820
uc_ame-mir-6060	uc_ame-mir-6060
uc_mdv2-mir-M19	uc_mdv2-mir-M19
uc_bta-mir-2296	uc_bta-mir-2296
uc_oan-mir-1411	mir-3223
uc_hsa-mir-4420	uc_hsa-mir-4420
uc_mml-mir-7168	uc_mml-mir-7168
uc_mmu-mir-7655	uc_mmu-mir-7655
uc_mmu-mir-6371	uc_mmu-mir-6371
uc_mdv1-mir-M4	uc_mdv1-mir-M4
uc_ppt-MIR1079	uc_ppt-MIR1079
mir-3160	mir-3160-2
uc_bdi-MIR7754	uc_bdi-MIR7754
uc_aly-MIR3445	uc_aly-MIR3445
uc_bta-mir-2423	uc_bta-mir-2423
uc_gga-mir-6547	mir-8861
uc_gga-mir-1747	uc_gga-mir-1747
uc_eca-mir-9030	uc_eca-mir-9030
uc_bdi-MIR7746	mir-182_2
uc_efu-mir-9220	uc_efu-mir-9220
uc_gga-mir-1693	uc_gga-mir-1693
uc_osa-MIR2090	uc_osa-MIR2090
uc_cfa-mir-8808	uc_cfa-mir-8808
uc_cfa-mir-8823	uc_cfa-mir-8823
uc_gga-mir-1675	uc_gga-mir-1675
uc_ame-mir-6038	uc_ame-mir-6038
uc_ame-mir-3781	uc_ame-mir-3781
uc_ppc-mir-8231	uc_ppc-mir-8231
uc_mmu-mir-6347	uc_mmu-mir-6347
mir-m21-1	mir-m21-1
uc_cfa-mir-8840	uc_cfa-mir-8840
uc_cfa-mir-8877	uc_cfa-mir-8877
uc_mtr-MIR5276	MIR5276
uc_mmu-mir-3475	uc_mmu-mir-3475
mir-3836	mir-3836
uc_eca-mir-9022	mir-9022
uc_ame-mir-3720	uc_ame-mir-3720
uc_pxy-mir-8546	uc_pxy-mir-8546
uc_gma-MIR5372	MIR5674
mir-307as	mir-2355
uc_ath-MIR8168	uc_ath-MIR8168
uc_gra-MIR8664	uc_gra-MIR8664
uc_mmu-mir-6983	uc_mmu-mir-6983
uc_mmu-mir-6393	uc_mmu-mir-6393
uc_bma-mir-5875	uc_bma-mir-5875
uc_odi-mir-1474	uc_odi-mir-1474
uc_bma-mir-5869	uc_bma-mir-5869
uc_osa-MIR5790	uc_osa-MIR5790
uc_mdo-mir-7340	uc_mdo-mir-7340
mir-5886	mir-5886
uc_ame-mir-3786	uc_ame-mir-3786
uc_hsa-mir-4676	uc_hsa-mir-4676
uc_ptc-MIR6463	uc_ptc-MIR6463
uc_bmo-mir-2839	uc_bmo-mir-2839
uc_cel-mir-2207	uc_cel-mir-2207
uc_cbr-mir-7581	uc_cbr-mir-7581
uc_smo-MIR1083	uc_smo-MIR1083
uc_bmo-mir-3253	uc_bmo-mir-3253
uc_mmu-mir-1194	mir-9768
uc_efu-mir-9287	uc_efu-mir-9287
uc_hsv1-mir-H18	mir-H18_2
uc_hsa-mir-4272	uc_hsa-mir-4272
uc_mmu-mir-6410	uc_mmu-mir-6410
uc_cfa-mir-8848	mir-8848
uc_mdo-mir-7364	uc_mdo-mir-7364
uc_gma-MIR5766	uc_gma-MIR5766
uc_mmu-mir-3094	uc_mmu-mir-3094
uc_eca-mir-8950	uc_eca-mir-8950
uc_atr-MIR8583	mir-4209
uc_mse-mir-6094	uc_mse-mir-6094
uc_pde-MIR947	MIR947
uc_dme-mir-9376	uc_dme-mir-9376
uc_bmo-mir-3264	uc_bmo-mir-3264
uc_dme-mir-2495	uc_dme-mir-2495
uc_bdi-MIR7737	mir-7429
uc_odi-mir-1503	uc_odi-mir-1503
uc_mtr-MIR5231	uc_mtr-MIR5231
uc_ame-mir-6067	uc_ame-mir-6067
uc_hcmv-mir-US22	uc_hcmv-mir-US22
uc_bra-MIR9564	uc_bra-MIR9564
uc_hsa-mir-6776	uc_hsa-mir-6776
uc_mml-mir-1240	uc_mml-mir-1240
uc_tca-mir-3860	uc_tca-mir-3860
uc_rmi-mir-5319	uc_rmi-mir-5319
uc_cfa-mir-8847	uc_cfa-mir-8847
uc_mdo-mir-7319	uc_mdo-mir-7319
uc_cbn-mir-7629	uc_cbn-mir-7629
uc_hco-mir-5893	uc_hco-mir-5893
mir-974	mir-974-2
uc_eca-mir-9088	uc_eca-mir-9088
uc_tca-mir-3846	uc_tca-mir-3846
uc_prv-mir-LLT6	uc_prv-mir-LLT6
uc_mmu-mir-6922	uc_mmu-mir-6922
uc_cin-mir-4026	uc_cin-mir-4026
uc_gga-mir-6670	uc_gga-mir-6670
mir-3150	mir-3150
uc_gga-mir-1736	uc_gga-mir-1736
uc_mml-mir-7196	uc_mml-mir-7196
uc_cin-mir-4220	uc_cin-mir-4220
uc_osa-MIR5805	mir-5131
uc_mmu-mir-6973b	uc_mmu-mir-6973b
uc_sme-mir-87c	uc_sme-mir-87c
uc_bma-mir-5872	uc_bma-mir-5872
mir-5856	mir-5856
uc_dvi-mir-9550	uc_dvi-mir-9550
uc_efu-mir-9304	uc_efu-mir-9304
uc_cin-mir-4114	uc_cin-mir-4114
uc_osa-MIR5538	uc_osa-MIR5538
uc_bmo-mir-3345	mir-3345
uc_gma-MIR9765	uc_gma-MIR9765
uc_oan-mir-1332	uc_oan-mir-1332
uc_bdi-MIR7730	uc_bdi-MIR7730
uc_pxy-mir-8534	uc_pxy-mir-8534
uc_mtr-MIR5556	uc_mtr-MIR5556
uc_mmu-mir-6416	uc_mmu-mir-6416
uc_ppc-mir-8244	uc_ppc-mir-8244
uc_ppt-MIR1058	uc_ppt-MIR1058
uc_bma-mir-5839	uc_bma-mir-5839
uc_ppt-MIR1049	uc_ppt-MIR1049
uc_bdi-MIR7741	mir-3066
uc_oan-mir-7422b	uc_oan-mir-7422b
uc_hsa-mir-4301	uc_hsa-mir-4301
uc_eca-mir-8910	uc_eca-mir-8910
uc_mmu-mir-3967	uc_mmu-mir-3967
uc_bmo-mir-2739	mir-2739
uc_eca-mir-9060	uc_eca-mir-9060
uc_gga-mir-1710	uc_gga-mir-1710
mir-1258	mir-1258
uc_prd-mir-7946	uc_prd-mir-7946
uc_mmu-mir-7004	uc_mmu-mir-7004
uc_cin-mir-4053	uc_cin-mir-4053
uc_dps-mir-2504	uc_dps-mir-2504
uc_hco-mir-5887	uc_hco-mir-5887
uc_cel-mir-8190	uc_cel-mir-8190
uc_mmu-mir-1904	uc_mmu-mir-1904
uc_ssc-mir-4339	uc_ssc-mir-4339
uc_hsa-mir-3182	uc_hsa-mir-3182
uc_gma-MIR9736	MIR5743
uc_mmu-mir-7228	uc_mmu-mir-7228
mir-6319	mir-6319-2
uc_rno-mir-6318	uc_rno-mir-6318
uc_dme-mir-990	uc_dme-mir-990
uc_pxy-mir-8491	uc_pxy-mir-8491
mir-3937	MIR5770
uc_cin-mir-4097	uc_cin-mir-4097
mir-2208	mir-2208
uc_pma-mir-4563	uc_pma-mir-4563
uc_sko-mir-4826	uc_sko-mir-4826
uc_hsa-mir-6503	uc_hsa-mir-6503
uc_gga-mir-1616	uc_gga-mir-1616
uc_mmu-mir-5627	uc_mmu-mir-5627
uc_hsa-mir-5047	uc_hsa-mir-5047
uc_gga-mir-1670	uc_gga-mir-1670
uc_hsa-mir-6727	uc_hsa-mir-6727
uc_bmo-mir-2759	uc_bmo-mir-2759
mir-3544	MIR5638
uc_sme-mir-2159	mir-6014
uc_csi-MIR1515	MIR1515
uc_ppc-mir-8333	uc_ppc-mir-8333
uc_cel-mir-265	uc_cel-mir-265
uc_lja-MIR7538	uc_lja-MIR7538
uc_oan-mir-1327	uc_oan-mir-1327
MIR1858	MIR1858
uc_pma-mir-4577	uc_pma-mir-4577
MIR861	MIR859
MIR3980	MIR3980
uc_sme-mir-749	uc_sme-mir-749
uc_oan-mir-7414	uc_oan-mir-7414
uc_gsa-mir-9389	uc_gsa-mir-9389
uc_mmu-mir-6412	uc_mmu-mir-6412
uc_cin-mir-4164	uc_cin-mir-4164
MIR3709	MIR837
uc_gga-mir-6565	uc_gga-mir-6565
uc_gga-mir-1575	mir-1575
uc_hsa-mir-4646	mir-8988
uc_hsa-mir-4303	uc_hsa-mir-4303
uc_bta-mir-2466	uc_bta-mir-2466
mir-3158	mir-2576-2
uc_hco-mir-5983	uc_hco-mir-5983
mir-4782	mir-4782
mir-1013	mir-1013
uc_cre-MIR1159	uc_cre-MIR1159
uc_ame-mir-6040	uc_ame-mir-6040
MIR1437	MIR7994
uc_gga-mir-1673	uc_gga-mir-1673
uc_dps-mir-2524	uc_dps-mir-2524
uc_gra-MIR8681	uc_gra-MIR8681
uc_tca-mir-6015	uc_tca-mir-6015
uc_lja-MIR7522	uc_lja-MIR7522
mir-2059	mir-2059
uc_osa-MIR1429	uc_osa-MIR1429
uc_hsa-mir-6844	uc_hsa-mir-6844
uc_bdi-MIR7740	uc_bdi-MIR7740
uc_cme-MIR7129	uc_cme-MIR7129
uc_hsa-mir-5702	uc_hsa-mir-5702
uc_nta-MIR6148a	uc_nta-MIR6148a
uc_hsa-mir-2909	uc_hsa-mir-2909
uc_osa-MIR2106	MIR7779
uc_ppc-mir-8296	uc_ppc-mir-8296
mir-268	uc_bma-mir-268
uc_nve-mir-9420	uc_nve-mir-9420
uc_mmu-mir-7211	uc_mmu-mir-7211
uc_cel-mir-272	uc_cel-mir-272
uc_hsa-mir-6785	uc_hsa-mir-6785
uc_mmu-mir-6972	uc_mmu-mir-6972
mir-5736	mir-5736
uc_cte-mir-2698	uc_cte-mir-2698
uc_bmo-mir-3226	uc_bmo-mir-3226
uc_dre-mir-7146	uc_dre-mir-7146
uc_bmo-mir-3242	uc_bmo-mir-3242
uc_hsa-mir-4499	uc_hsa-mir-4499
uc_hsa-mir-8068	mir-1264
uc_pmi-mir-29a	mir-29_2
uc_bmo-mir-3364	uc_bmo-mir-3364
uc_mdo-mir-7342	uc_mdo-mir-7342
uc_gra-MIR8758	MIR8772
uc_cin-mir-4139	uc_cin-mir-4139
uc_sme-mir-2181	uc_sme-mir-2181
uc_odi-mir-1481	uc_odi-mir-1481
uc_mmu-mir-7015	uc_mmu-mir-7015
uc_hsa-mir-4439	uc_hsa-mir-4439
uc_hsa-mir-3621	uc_hsa-mir-3621
uc_sma-mir-8439	uc_sma-mir-8439
uc_mdo-mir-7303	mir-7305
mir-3612	mir-3612
uc_lgi-mir-2722	uc_lgi-mir-2722
uc_cin-mir-1502d	uc_cin-mir-1502d
uc_osa-MIR5796	uc_osa-MIR5796
uc_ame-mir-985	uc_ame-mir-985
uc_efu-mir-9232	uc_efu-mir-9232
uc_mmu-mir-6907	uc_mmu-mir-6907
uc_tca-mir-3867	uc_tca-mir-3867
mir-3934	mir-3934
uc_mmu-mir-1945	uc_mmu-mir-1945
uc_dre-mir-735	uc_dre-mir-735
uc_hsa-mir-3189	uc_hsa-mir-3189
uc_hsa-mir-3164	uc_hsa-mir-3164
